sum-pt2,y
297.03996134931145,1.0
87.39180518448005,0.0
83.04208157111131,0.0
68.86157853239536,0.0
52.03396837845227,0.0
61.034464922355966,0.0
74.49662976650865,0.0
64.69119405271442,0.0
62.292315918911896,0.0
53.41285291157107,0.0
23.28046333581578,0.0
46.28436395614494,0.0
30.638106608850496,0.0
8.484117138784928,0.0
39.708338019460584,0.0
45.750813713560596,0.0
27.183459063466113,0.0
21.228375416676297,0.0
40.4678667347825,0.0
12.898600128510742,0.0
31.691625535612143,0.0
36.31782544275601,0.0
31.15612200360747,0.0
21.449344448141776,0.0
9.310033848481044,0.0
24.373529964414157,0.0
17.601605179299664,0.0
4.070349024263701,0.0
15.207723305211431,0.0
23.72716230116669,0.0
29.185714830589127,0.0
21.574493681792923,0.0
23.10510912103719,0.0
11.15712852312203,0.0
22.89042680745679,0.0
24.241268636059843,0.0
23.862741076795075,0.0
19.50147586765236,0.0
23.468169060777953,0.0
21.868835481151557,0.0
22.903762359215524,0.0
21.53958036931827,0.0
22.327292297593203,0.0
22.23364312876618,0.0
21.70002901800434,0.0
16.83792097574219,0.0
21.373460706455493,0.0
6.570215828519579,0.0
21.237895387773214,0.0
17.27241476665612,0.0
15.325655782231772,0.0
4.260282655573709,0.0
10.30659209752009,0.0
18.530280956146683,0.0
8.93084583505935,0.0
17.179996635379624,0.0
16.57332524196916,0.0
16.388259060174512,0.0
13.40098246463769,0.0
6.72126351384758,0.0
12.664917279912462,0.0
12.588731356942827,0.0
13.73933383335564,0.0
8.87202142842807,0.0
6.070017940710411,0.0
11.75108032341824,0.0
11.673053709717559,0.0
11.66760299640219,0.0
7.636630037716641,0.0
11.2673074948746,0.0
3.6870463003248903,0.0
10.432997864409181,0.0
9.169051488128568,0.0
9.30984320729617,0.0
9.1963811455853,0.0
6.284940998451115,0.0
5.21323889653315,0.0
7.26779064737163,0.0
7.3629251492633605,0.0
7.1097570816487,0.0
8.2096775338082,0.0
7.972619659232491,0.0
7.207421690452499,0.0
6.66803736515277,0.0
6.430517779952139,0.0
3.0469189063803497,0.0
5.760509671287712,0.0
3.4126396778740498,0.0
5.48491322173907,0.0
1.5186931771972902,0.0
4.65718024589889,0.0
4.48600733402245,0.0
3.9938203344712897,0.0
3.93997148930565,0.0
3.75251166905354,0.0
2.54823208899625,0.0
1.8002007676410674,0.0
708.5358462699892,1.0
2038.9296626719085,0.0
110.8485825496649,0.0
95.41094228169386,0.0
69.71571862255611,0.0
76.64616006057531,0.0
62.167930848062426,0.0
64.77622715825918,0.0
24.897857334785478,0.0
57.43806167403006,0.0
45.94886474992657,0.0
31.741476375167167,0.0
39.72141775107663,0.0
16.653395205350684,0.0
29.424232377215816,0.0
16.204392596736817,0.0
12.907684732357222,0.0
31.37099454423313,0.0
35.73634786338251,0.0
17.66216199781139,0.0
27.806594558648122,0.0
21.559173095853204,0.0
31.50883085832141,0.0
31.1851359678036,0.0
24.13424618484183,0.0
26.422611944782453,0.0
16.427948366744676,0.0
23.76637543870017,0.0
23.751474714470874,0.0
20.2267665566415,0.0
26.94938022421489,0.0
9.25266050720278,0.0
22.749829142040404,0.0
19.381253246765553,0.0
17.04867705747207,0.0
17.45559540269716,0.0
15.301921383140241,0.0
9.63030728634769,0.0
24.10148918833586,0.0
22.322181055284247,0.0
22.21784382719004,0.0
21.648629496879,0.0
13.6618542432169,0.0
9.39383779449971,0.0
19.62873272396795,0.0
19.64456306129615,0.0
3.9341558763205,0.0
18.86373065330663,0.0
18.52682477243406,0.0
18.10293615293279,0.0
17.03151605716809,0.0
13.69578378579291,0.0
16.461770930859974,0.0
15.121909407757471,0.0
10.92747917160603,0.0
9.388334201466398,0.0
14.744461584593658,0.0
6.88303489096522,0.0
12.77463094644353,0.0
5.03616857729288,0.0
11.896294146051204,0.0
7.16199045189941,0.0
10.86626805339427,0.0
11.835511858896652,0.0
11.75556767476549,0.0
11.719991231225919,0.0
7.630239880292691,0.0
6.271233484810301,0.0
11.001435739006087,0.0
10.387833349377098,0.0
10.33328697725176,0.0
10.03570100956756,0.0
9.032785615998291,0.0
3.2277082526813796,0.0
7.285047666940129,0.0
6.9610338242536205,0.0
6.8415738248755,0.0
6.18700771827174,0.0
7.112161519439369,0.0
6.37429457273554,0.0
4.71245649446385,0.0
5.772516168483009,0.0
5.4592385598058595,0.0
5.45413070054915,0.0
5.28856247552381,0.0
4.661001478095873,0.0
4.48101404269099,0.0
2.24169617567025,0.0
4.0598355780469815,0.0
2.5483304472250503,0.0
2.36510285857652,0.0
1.8870113491673797,0.0
678.6688009661871,1.0
117.71843384717064,0.0
136.2979654537882,0.0
100.09184746293415,0.0
72.81333309256351,0.0
108.21891200083923,0.0
109.63160544680801,0.0
51.572453131440014,0.0
42.98967027434694,0.0
85.47631812887491,0.0
92.9809005625946,0.0
48.046792657437685,0.0
72.6561912727851,0.0
57.18575815732555,0.0
29.00932634061914,0.0
59.441756351139404,0.0
61.04168881880372,0.0
58.44090450079142,0.0
40.36036376702069,0.0
27.13124572531619,0.0
43.866764061384316,0.0
11.791883280560677,0.0
46.699331197145675,0.0
18.083580140793604,0.0
37.326609411850114,0.0
43.358661811870604,0.0
22.87991182216574,0.0
23.047798150528145,0.0
42.937714707109386,0.0
40.81784531014952,0.0
29.2818552646499,0.0
25.878339202987878,0.0
38.70866111548769,0.0
35.040013399209045,0.0
9.978128673039539,0.0
9.820988386190301,0.0
24.719539979969838,0.0
31.92161707409568,0.0
14.70286907173632,0.0
9.74356810880005,0.0
30.460519948628253,0.0
26.322667481619995,0.0
7.20531909752338,0.0
18.565035462132165,0.0
28.80946508761859,0.0
27.543370387346393,0.0
5.57409373303916,0.0
6.188841092571991,0.0
10.190666469544919,0.0
19.268764357341432,0.0
21.39649630858482,0.0
16.458626574337003,0.0
21.91605671485943,0.0
21.09197284121547,0.0
21.999695550378277,0.0
7.16197615035194,0.0
13.54852137653167,0.0
12.839956264363668,0.0
18.972659453563253,0.0
15.163516282323803,0.0
14.10529638170366,0.0
12.837630464163702,0.0
9.46507305625941,0.0
12.30175880134179,0.0
12.21129437728112,0.0
10.381007047519649,0.0
10.21032183682418,0.0
9.81983465356968,0.0
9.226475942582551,0.0
6.556858948264586,0.0
8.58770635363888,0.0
0.83322173097604,0.0
8.04549377550474,0.0
8.04243195961652,0.0
7.00945885341526,0.0
6.695697725563411,0.0
7.787305006870069,0.0
7.1337050811336695,0.0
6.740250798179865,0.0
6.517090520739361,0.0
6.29501455164653,0.0
5.624054161389758,0.0
5.45544953841631,0.0
5.168952904181065,0.0
3.1571502978698733,0.0
4.550986438123241,0.0
3.9943759659325,0.0
2.002565812468257,0.0
3.5430720476318602,0.0
3.12225763417608,0.0
0.8178626686777599,0.0
2.3371153067962105,0.0
2.3096930190771956,0.0
2181.1694185416673,1.0
1206.9754877249177,0.0
585.7077201640052,0.0
213.96286659336215,0.0
201.64202161041462,0.0
194.6580175479074,0.0
84.81310326770082,0.0
155.2741733357835,0.0
71.16850880461885,0.0
77.67592683891903,0.0
100.78038722793794,0.0
39.3720898379886,0.0
134.34788781419226,0.0
131.4951101617813,0.0
35.720508528572594,0.0
129.26822678696666,0.0
75.03581609747147,0.0
62.37971405359424,0.0
123.2168202135141,0.0
63.66142695890743,0.0
117.69935309201537,0.0
94.25954382955618,0.0
104.78002215403743,0.0
94.70510081412769,0.0
96.35600627617902,0.0
88.35665318402042,0.0
78.01951134221619,0.0
78.16595417887261,0.0
79.37915746525266,0.0
35.160368785862474,0.0
26.3775558294215,0.0
51.839616464980196,0.0
43.719928796409,0.0
66.54399091567271,0.0
60.7546952786246,0.0
66.23621304353269,0.0
45.1101796434779,0.0
33.25915824803172,0.0
38.027779468397426,0.0
48.654755770465485,0.0
54.098088008558484,0.0
50.26151496400179,0.0
21.528683019301162,0.0
40.50248934200081,0.0
21.542044388979903,0.0
23.163131356865353,0.0
31.62631273334087,0.0
10.94425464536771,0.0
42.0266105417206,0.0
11.88397686140823,0.0
12.00862683718977,0.0
19.13970792477502,0.0
24.496643778507032,0.0
31.68355813416051,0.0
33.775410622863035,0.0
31.308276486140443,0.0
29.615075209709993,0.0
13.000271126123428,0.0
16.44760111075009,0.0
26.140681739526045,0.0
17.067261260643992,0.0
8.26872690200019,0.0
18.886367574262298,0.0
9.549258472054891,0.0
12.39141133606916,0.0
15.549935729453809,0.0
19.43764865094477,0.0
15.402820465178625,0.0
12.52228739509947,0.0
17.94534008348015,0.0
16.95044536848502,0.0
16.60559281463876,0.0
13.572252865903248,0.0
11.434489216968576,0.0
3.99565217698816,0.0
9.618553417471311,0.0
14.041825078218006,0.0
10.551731235393483,0.0
14.84456303871962,0.0
4.919167470424013,0.0
5.50511248751293,0.0
7.993788513412853,0.0
