# hs_truth_z, event_#
-43.6664,2517.0000
7.8392,2518.0000
-0.0038,2519.0000
-27.4377,2520.0000
22.7132,2521.0000
10.8192,2522.0000
-40.7732,2523.0000
39.6326,2524.0000
-25.0612,2525.0000
15.0630,2526.0000
24.2802,2527.0000
17.7844,2528.0000
12.8489,2529.0000
-32.0513,2530.0000
-29.2075,2531.0000
-48.9416,2532.0000
79.4832,2533.0000
-21.0980,2534.0000
52.6471,2535.0000
66.9607,2536.0000
14.3976,2537.0000
1.0652,2538.0000
35.2520,2539.0000
5.7705,2540.0000
45.5250,2541.0000
-24.0738,2542.0000
-25.6116,2543.0000
-0.8718,2544.0000
-28.6360,2545.0000
4.4407,2546.0000
62.5815,2547.0000
-70.7981,2548.0000
-11.6978,2549.0000
-52.6808,2550.0000
-64.3161,2551.0000
43.5668,2552.0000
-89.1434,2553.0000
-16.5525,2554.0000
-37.7463,2555.0000
19.2988,2556.0000
-43.6852,2557.0000
-17.5190,2558.0000
-20.0724,2559.0000
37.9350,2560.0000
27.0288,2561.0000
-26.7598,2562.0000
-20.6300,2563.0000
-16.2115,2564.0000
43.5100,2565.0000
-36.1220,2566.0000
33.3137,2567.0000
7.8320,2568.0000
-20.4345,2569.0000
-71.6902,2570.0000
8.2129,2571.0000
-23.7511,2572.0000
-13.2148,2573.0000
86.1229,2574.0000
117.9653,2575.0000
54.3567,2576.0000
-29.3793,2577.0000
-58.6400,2578.0000
-8.0088,2579.0000
12.4304,2580.0000
-23.6549,2581.0000
47.1005,2582.0000
60.4225,2583.0000
10.8177,2584.0000
-32.7132,2585.0000
23.8209,2586.0000
-88.7260,2587.0000
35.2088,2588.0000
-44.4198,2589.0000
-22.3219,2590.0000
-3.4642,2591.0000
1.8077,2592.0000
-15.4634,2593.0000
-23.5301,2594.0000
-39.2813,2595.0000
5.0742,2596.0000
-44.4019,2597.0000
-20.4590,2598.0000
20.8179,2599.0000
46.9719,2600.0000
2.4119,2601.0000
74.2338,2602.0000
39.3760,2603.0000
-5.7359,2604.0000
-11.5299,2605.0000
-17.4032,2606.0000
13.7756,2607.0000
-1.3764,2608.0000
-5.5625,2609.0000
69.5029,2610.0000
-18.6564,2611.0000
-6.5235,2612.0000
3.7004,2613.0000
64.4494,2614.0000
-75.3206,2615.0000
86.8275,2616.0000
-82.2078,2617.0000
-39.7893,2618.0000
43.9114,2619.0000
61.9158,2620.0000
-41.1745,2621.0000
-16.9057,2622.0000
60.3165,2623.0000
93.8721,2624.0000
-28.7507,2625.0000
57.6159,2626.0000
-20.1599,2627.0000
-55.0294,2628.0000
-78.6238,2629.0000
16.2576,2630.0000
35.0995,2631.0000
-26.9957,2632.0000
-18.4945,2633.0000
-10.5173,2634.0000
-10.4631,2635.0000
-103.6795,2636.0000
-8.6264,2637.0000
48.8058,2638.0000
3.0551,2639.0000
-49.6834,2640.0000
-5.0283,2641.0000
45.5888,2642.0000
-27.4250,2643.0000
-19.0535,2644.0000
-4.3640,2645.0000
-56.7628,2646.0000
20.6798,2647.0000
-0.4691,2648.0000
4.8189,2649.0000
-4.4682,2650.0000
-21.3157,2651.0000
-14.1056,2652.0000
-14.6106,2653.0000
-5.0141,2654.0000
-27.9267,2655.0000
14.3652,2656.0000
-52.4051,2657.0000
49.6703,2658.0000
42.2125,2659.0000
-20.1006,2660.0000
18.5487,2661.0000
-155.9960,2662.0000
55.2784,2663.0000
8.8221,2664.0000
70.7581,2665.0000
21.5368,2666.0000
-26.8209,2667.0000
2.0104,2668.0000
40.5135,2669.0000
-15.1996,2670.0000
23.2654,2671.0000
-137.6249,2672.0000
41.0928,2673.0000
22.0854,2674.0000
-34.8047,2675.0000
-48.7724,2676.0000
-31.5508,2677.0000
45.9382,2678.0000
35.2004,2679.0000
-19.5812,2680.0000
43.5859,2681.0000
-18.3040,2682.0000
23.5272,2683.0000
-25.0273,2684.0000
-58.9120,2685.0000
27.9995,2686.0000
-43.8810,2687.0000
35.6966,2688.0000
-7.0114,2689.0000
66.2028,2690.0000
7.1779,2691.0000
-12.0646,2692.0000
-12.3166,2693.0000
31.0909,2694.0000
-58.6583,2695.0000
71.0161,2696.0000
-34.8202,2697.0000
-11.5429,2698.0000
-57.4065,2699.0000
60.0889,2700.0000
44.1153,2701.0000
13.9627,2702.0000
-16.9652,2703.0000
-41.9233,2704.0000
-7.4909,2705.0000
38.3062,2706.0000
-39.0481,2707.0000
65.1387,2708.0000
97.1292,2709.0000
-11.1101,2710.0000
40.1099,2711.0000
-54.1705,2712.0000
9.2421,2713.0000
-82.0516,2714.0000
-47.6995,2715.0000
34.4958,2716.0000
102.0147,2717.0000
-26.1134,2718.0000
-24.4028,2719.0000
12.5102,2720.0000
12.7531,2721.0000
-45.2562,2722.0000
-5.2012,2723.0000
-20.2386,2724.0000
-20.8938,2725.0000
-21.7541,2726.0000
-14.6510,2727.0000
-54.3679,2728.0000
22.3743,2729.0000
-71.3795,2730.0000
37.1712,2731.0000
-65.7145,2732.0000
79.2614,2733.0000
15.1653,2734.0000
22.5705,2735.0000
-25.7484,2736.0000
29.7967,2737.0000
33.3411,2738.0000
22.6047,2739.0000
-85.2748,2740.0000
3.8029,2741.0000
79.4373,2742.0000
1.6160,2743.0000
-30.7119,2744.0000
-51.5228,2745.0000
-2.2450,2746.0000
-34.4271,2747.0000
9.1499,2748.0000
20.6576,2749.0000
58.6901,2750.0000
-3.2340,2751.0000
-40.6242,2752.0000
-17.8980,2753.0000
26.2577,2754.0000
-16.5777,2755.0000
-65.6973,2756.0000
-23.2129,2757.0000
-11.9690,2758.0000
24.1564,2759.0000
76.1943,2760.0000
18.0561,2761.0000
41.1377,2762.0000
-117.3383,2763.0000
-24.6587,2764.0000
17.0320,2765.0000
47.0554,2766.0000
-7.8745,2767.0000
11.6571,2768.0000
-16.0753,2769.0000
-13.4854,2770.0000
-67.3694,2771.0000
56.7532,2772.0000
-14.9044,2773.0000
-35.2142,2774.0000
-85.0266,2775.0000
60.4425,2776.0000
-2.7428,2777.0000
-22.5441,2778.0000
65.2442,2779.0000
7.4055,2780.0000
-61.7091,2781.0000
-11.2565,2782.0000
-56.6350,2783.0000
-47.8872,2784.0000
125.3234,2785.0000
-48.3841,2786.0000
0.9587,2787.0000
12.4919,2788.0000
-0.6301,2789.0000
-10.0071,2790.0000
56.8516,2791.0000
-58.4307,2792.0000
-31.0025,2793.0000
28.9415,2794.0000
15.3082,2795.0000
25.8099,2796.0000
-35.5474,2797.0000
27.4011,2798.0000
26.6766,2799.0000
-38.0185,2800.0000
-15.6290,2801.0000
-74.0043,2802.0000
-77.3297,2803.0000
6.5335,2804.0000
-6.7270,2805.0000
28.1406,2806.0000
15.2908,2807.0000
-27.8313,2808.0000
71.0854,2809.0000
-20.1467,2810.0000
18.4000,2811.0000
99.4560,2812.0000
29.9045,2813.0000
-111.2378,2814.0000
-14.1959,2815.0000
15.1490,2816.0000
58.4473,2817.0000
-47.1041,2818.0000
-6.1393,2819.0000
-3.1785,2820.0000
-8.1485,2821.0000
67.1414,2822.0000
109.9640,2823.0000
56.3108,2824.0000
3.0530,2825.0000
20.7082,2826.0000
-44.2555,2827.0000
-15.8661,2828.0000
72.2916,2829.0000
53.0877,2830.0000
2.2902,2831.0000
88.2087,2832.0000
-40.4672,2833.0000
12.3151,2834.0000
-5.8430,2835.0000
3.1739,2836.0000
-31.5003,2837.0000
39.8737,2838.0000
-16.4033,2839.0000
51.6549,2840.0000
7.6177,2841.0000
6.3679,2842.0000
-71.9460,2843.0000
-30.8712,2844.0000
6.7387,2845.0000
-32.0247,2846.0000
30.6085,2847.0000
-26.1761,2848.0000
-4.3173,2849.0000
59.6078,2850.0000
-8.6431,2851.0000
17.6736,2852.0000
-126.9306,2853.0000
-15.0682,2854.0000
-3.1015,2855.0000
68.4200,2856.0000
17.6705,2857.0000
-86.3249,2858.0000
-38.5023,2859.0000
16.2710,2860.0000
22.2241,2861.0000
40.5184,2862.0000
-56.3220,2863.0000
-36.8377,2864.0000
43.6417,2865.0000
52.9888,2866.0000
57.4934,2867.0000
20.1438,2868.0000
30.7199,2869.0000
49.1681,2870.0000
30.3596,2871.0000
24.6436,2872.0000
-7.5733,2873.0000
-39.6386,2874.0000
-20.3612,2875.0000
65.2995,2876.0000
21.3981,2877.0000
-4.0400,2878.0000
42.1767,2879.0000
92.8278,2880.0000
-126.6643,2881.0000
-25.9719,2882.0000
7.8844,2883.0000
68.1499,2884.0000
-64.8557,2885.0000
53.6107,2886.0000
39.2731,2887.0000
-49.6573,2888.0000
-77.4637,2889.0000
22.8213,2890.0000
-19.9986,2891.0000
31.3465,2892.0000
62.2975,2893.0000
81.9308,2894.0000
4.7797,2895.0000
-91.7656,2896.0000
-33.6762,2897.0000
-47.0403,2898.0000
-15.2412,2899.0000
-24.6711,2900.0000
-84.3233,2901.0000
-13.2542,2902.0000
-7.8821,2903.0000
67.0832,2904.0000
-50.8105,2905.0000
20.3650,2906.0000
7.6713,2907.0000
38.1920,2908.0000
26.2775,2909.0000
10.5853,2910.0000
-10.5645,2911.0000
18.2404,2912.0000
15.7842,2913.0000
-108.7150,2914.0000
-59.1439,2915.0000
5.8999,2916.0000
0.2313,2917.0000
-6.4298,2918.0000
-35.3792,2919.0000
13.2384,2920.0000
13.9082,2922.0000
-81.3040,2923.0000
-19.5176,2924.0000
-43.8873,2925.0000
-0.3388,2926.0000
-49.8080,2927.0000
3.6335,2928.0000
-19.0572,2929.0000
-19.0603,2930.0000
-19.6823,2931.0000
80.9970,2932.0000
-24.7881,2933.0000
55.8097,2934.0000
91.1927,2935.0000
-31.6472,2936.0000
59.9826,2937.0000
-3.3108,2938.0000
-81.2845,2939.0000
3.5715,2940.0000
60.7039,2941.0000
81.9900,2942.0000
15.4489,2943.0000
-4.9456,2944.0000
-47.9346,2945.0000
41.9858,2946.0000
-6.6805,2947.0000
-123.8506,2948.0000
-27.8273,2949.0000
12.8812,2950.0000
-59.6567,2951.0000
-45.3783,2952.0000
20.2670,2953.0000
53.4223,2954.0000
54.5925,2955.0000
3.4916,2956.0000
73.2811,2957.0000
-17.1512,2958.0000
-49.9245,2959.0000
22.8813,2960.0000
42.0947,2961.0000
29.1950,2962.0000
-54.9121,2963.0000
47.7738,2964.0000
4.9139,2965.0000
-45.5824,2966.0000
54.0335,2967.0000
3.5960,2968.0000
15.8354,2969.0000
-12.6732,2970.0000
56.8092,2971.0000
12.0661,2972.0000
-22.3335,2973.0000
40.7841,2974.0000
-33.6798,2975.0000
6.5194,2976.0000
20.2049,2977.0000
-62.6251,2978.0000
23.7141,2979.0000
-25.9066,2980.0000
-28.5575,2981.0000
-12.1356,2982.0000
49.9967,2983.0000
18.9642,2984.0000
17.1758,2985.0000
22.4117,2986.0000
3.7331,2987.0000
-40.7745,2988.0000
-51.5069,2989.0000
22.2750,2990.0000
-11.6485,2991.0000
-15.5799,2992.0000
19.7362,2993.0000
-19.7271,2994.0000
-85.0972,2995.0000
-22.4382,2996.0000
-72.0269,2997.0000
-18.2793,2998.0000
74.2619,2999.0000
-19.6783,3000.0000
15.7492,3001.0000
-13.2253,3002.0000
-21.2914,3003.0000
-4.3779,3004.0000
51.6629,3005.0000
0.2759,3006.0000
-88.1577,3007.0000
50.7244,3008.0000
32.9905,3009.0000
27.4686,3010.0000
-15.9575,3011.0000
49.7481,3012.0000
24.6580,3013.0000
19.2475,3014.0000
95.9047,3015.0000
-58.7648,3016.0000
38.2156,3017.0000
125.5562,3018.0000
20.5553,3019.0000
19.0062,3020.0000
-2.9579,3021.0000
86.4125,3022.0000
17.4582,3023.0000
23.8397,3024.0000
-68.8906,3025.0000
18.9244,3026.0000
23.6427,3027.0000
-28.9895,3028.0000
-57.6029,3029.0000
0.3796,3030.0000
68.5467,3031.0000
-5.5659,3032.0000
-15.6283,3033.0000
33.6634,3034.0000
-62.5876,3035.0000
-3.3309,3036.0000
-20.8886,3037.0000
-25.9354,3038.0000
15.3222,3039.0000
11.6544,3040.0000
33.7276,3041.0000
-52.1453,3042.0000
-23.2374,3043.0000
-66.3980,3044.0000
2.8683,3045.0000
-0.6530,3046.0000
33.1888,3047.0000
28.4012,3048.0000
-17.8704,3049.0000
-24.5209,3050.0000
24.8732,3051.0000
-0.6863,3052.0000
-32.7364,3053.0000
64.6923,3054.0000
-26.2625,3055.0000
95.9865,3056.0000
-10.1369,3057.0000
-15.2149,3058.0000
-66.0685,3059.0000
-27.2619,3060.0000
-82.4608,3061.0000
-9.3195,3062.0000
-79.1699,3063.0000
1.3779,3064.0000
49.7473,3065.0000
-24.4318,3066.0000
8.0921,3067.0000
29.0782,3068.0000
42.2162,3069.0000
-22.3360,3070.0000
-14.1009,3071.0000
-31.0315,3072.0000
18.1596,3073.0000
-13.4398,3074.0000
-5.1568,3075.0000
-22.3110,3076.0000
-32.1203,3077.0000
41.3297,3078.0000
40.0614,3079.0000
33.0786,3080.0000
20.1372,3081.0000
-75.4246,3082.0000
-17.8113,3083.0000
-3.4211,3084.0000
27.8603,3085.0000
-14.3072,3086.0000
40.0401,3087.0000
3.8692,3088.0000
26.4646,3089.0000
1.7467,3090.0000
-22.7940,3091.0000
11.6736,3092.0000
-1.7240,3093.0000
1.0807,3094.0000
-40.2221,3095.0000
-47.5761,3096.0000
-22.5643,3097.0000
-114.7550,3098.0000
-10.5422,3099.0000
1.4733,3100.0000
28.1537,3101.0000
44.8296,3102.0000
41.9666,3103.0000
-72.1214,3104.0000
-48.9491,3105.0000
94.5260,3106.0000
-19.2389,3107.0000
26.7797,3108.0000
22.2094,3109.0000
-19.1036,3110.0000
51.1645,3111.0000
-59.5476,3112.0000
8.2214,3113.0000
-38.4762,3114.0000
-4.2040,3115.0000
-13.7873,3116.0000
-12.1281,3117.0000
16.3741,3118.0000
-34.3457,3119.0000
-58.1000,3120.0000
-69.0032,3121.0000
-35.9776,3122.0000
-62.4229,3123.0000
-48.5279,3124.0000
15.2251,3125.0000
-63.7362,3126.0000
-95.0610,3127.0000
30.1404,3128.0000
2.1795,3129.0000
7.3444,3130.0000
42.2115,3131.0000
-39.1679,3132.0000
-19.7131,3133.0000
-11.2675,3134.0000
-50.8482,3135.0000
-12.2668,3136.0000
36.2937,3137.0000
-7.5756,3138.0000
17.2011,3139.0000
-53.2663,3140.0000
-4.5201,3141.0000
21.8530,3142.0000
34.0299,3143.0000
-53.2107,3144.0000
129.5186,3145.0000
26.4994,3146.0000
38.8599,3147.0000
-6.2948,3148.0000
32.1285,3149.0000
-69.5619,3150.0000
-37.7779,3151.0000
63.1123,3152.0000
-4.5919,3153.0000
-14.8073,3154.0000
-35.0763,3155.0000
-44.9169,3156.0000
-57.0385,3157.0000
28.8756,3158.0000
-29.3326,3159.0000
-68.0774,3160.0000
-41.2229,3161.0000
58.6950,3162.0000
-0.2552,3163.0000
-24.3591,3164.0000
30.2321,3165.0000
46.0676,3166.0000
38.3187,3167.0000
32.8965,3168.0000
6.7575,3169.0000
18.1605,3170.0000
-55.4239,3171.0000
28.2077,3172.0000
50.0606,3173.0000
-49.7058,3174.0000
42.4475,3175.0000
-12.5953,3176.0000
-41.3719,3177.0000
-58.1068,3178.0000
24.6552,3179.0000
-26.4542,3180.0000
-50.7306,3181.0000
58.5906,3182.0000
39.7530,3183.0000
115.1323,3184.0000
-2.3195,3185.0000
31.8530,3186.0000
41.7263,3187.0000
44.6777,3188.0000
6.5332,3189.0000
27.4985,3190.0000
-18.7292,3191.0000
-9.0430,3192.0000
-53.6011,3193.0000
10.3826,3194.0000
-15.5212,3195.0000
0.7449,3196.0000
12.3929,3197.0000
-7.0092,3198.0000
-55.1791,3199.0000
16.6667,3200.0000
1.2577,3201.0000
-41.3483,3202.0000
69.5248,3203.0000
-123.6781,3204.0000
-19.9519,3205.0000
-21.8956,3206.0000
34.1691,3207.0000
-34.3656,3208.0000
8.9242,3209.0000
31.3624,3210.0000
81.2159,3211.0000
13.5009,3212.0000
34.7410,3213.0000
-10.1910,3214.0000
45.3567,3215.0000
28.1746,3216.0000
13.3652,3217.0000
-87.7752,3218.0000
88.9380,3219.0000
1.4647,3220.0000
-24.0524,3221.0000
7.0202,3222.0000
-0.1656,3223.0000
-27.0179,3224.0000
13.1266,3225.0000
32.8292,3226.0000
-14.4150,3227.0000
31.4269,3228.0000
0.2239,3229.0000
-48.6614,3230.0000
5.4929,3231.0000
60.2350,3232.0000
25.9711,3233.0000
-25.6654,3234.0000
-62.5891,3235.0000
-26.0894,3236.0000
1.8384,3237.0000
10.5784,3238.0000
-25.5972,3239.0000
-1.1254,3240.0000
26.9500,3241.0000
22.0368,3242.0000
-12.1588,3243.0000
49.4300,3244.0000
12.0673,3245.0000
10.4334,3246.0000
-40.5903,3247.0000
-27.6575,3248.0000
-39.7856,3249.0000
-34.9184,3250.0000
24.9659,3251.0000
42.0480,3252.0000
45.6173,3253.0000
62.1508,3254.0000
12.7986,3255.0000
50.0539,3256.0000
-13.4175,3257.0000
97.7905,3258.0000
27.2371,3259.0000
-36.6601,3260.0000
31.4002,3261.0000
-10.1332,3262.0000
59.5410,3263.0000
12.3598,3264.0000
-67.0789,3265.0000
-19.1849,3266.0000
7.2089,3267.0000
-9.4442,3268.0000
56.4588,3269.0000
14.6420,3270.0000
-10.2839,3271.0000
-47.4538,3272.0000
70.2086,3273.0000
-9.7206,3274.0000
19.9714,3275.0000
11.2895,3276.0000
-53.7316,3277.0000
-40.3092,3278.0000
-2.7557,3279.0000
-5.2567,3280.0000
68.5128,3281.0000
32.9847,3282.0000
14.5060,3283.0000
-32.0357,3284.0000
-6.0777,3285.0000
16.7491,3286.0000
-3.9709,3287.0000
-10.8075,3288.0000
-51.4398,3289.0000
-35.4699,3290.0000
-32.1896,3291.0000
31.0492,3292.0000
20.7673,3293.0000
-7.0191,3294.0000
-20.5202,3296.0000
12.0027,3297.0000
-48.5023,3298.0000
-11.2769,3299.0000
-4.8243,3300.0000
-20.4598,3301.0000
-54.4144,3302.0000
-15.4766,3303.0000
11.2200,3304.0000
66.8936,3305.0000
-18.4434,3306.0000
11.1270,3307.0000
-14.9965,3308.0000
-3.9856,3309.0000
-1.0585,3310.0000
22.4580,3311.0000
-46.6125,3312.0000
41.7147,3313.0000
-53.7918,3314.0000
-42.0585,3315.0000
43.4017,3316.0000
16.5362,3317.0000
8.1423,3318.0000
-5.4706,3319.0000
-3.3952,3320.0000
0.7980,3321.0000
-29.2848,3322.0000
-22.2015,3323.0000
-57.7048,3324.0000
76.8263,3325.0000
53.8919,3326.0000
-17.5229,3327.0000
19.7781,3328.0000
-26.0564,3329.0000
86.5372,3330.0000
-19.9052,3331.0000
-71.6435,3332.0000
-71.9333,3333.0000
41.6449,3334.0000
-53.2778,3335.0000
-22.0233,3336.0000
26.0377,3337.0000
15.7111,3338.0000
5.2753,3339.0000
46.5569,3340.0000
24.2373,3341.0000
38.8996,3342.0000
0.9958,3343.0000
31.2604,3344.0000
53.9983,3345.0000
58.1855,3346.0000
35.0898,3347.0000
-34.1507,3348.0000
-16.1236,3349.0000
114.0517,3350.0000
44.5003,3351.0000
47.5521,3352.0000
-38.9421,3353.0000
-71.4034,3354.0000
47.3315,3355.0000
67.2795,3356.0000
17.6675,3357.0000
-35.4512,3358.0000
-34.1330,3359.0000
-2.5887,3360.0000
65.3455,3361.0000
-7.2806,3362.0000
46.8752,3363.0000
-33.5389,3364.0000
2.6164,3365.0000
-9.1604,3366.0000
55.2336,3367.0000
-13.7626,3368.0000
0.8510,3369.0000
0.4109,3370.0000
105.5933,3371.0000
-87.5364,3372.0000
-42.5396,3373.0000
16.3334,3374.0000
6.4591,3375.0000
22.9496,3376.0000
-5.5436,3377.0000
25.1034,3378.0000
28.5001,3379.0000
-5.5057,3380.0000
64.8372,3381.0000
-16.8280,3382.0000
48.5016,3383.0000
-52.4155,3384.0000
33.8876,3385.0000
13.0184,3386.0000
48.7318,3387.0000
-65.4679,3388.0000
-35.5130,3389.0000
84.9953,3390.0000
-34.6222,3391.0000
106.8754,3392.0000
-41.4570,3393.0000
4.6324,3394.0000
-13.1820,3395.0000
-63.1675,3396.0000
47.8448,3397.0000
-7.7538,3398.0000
-22.8381,3399.0000
-19.1566,3400.0000
0.4998,3401.0000
-12.7088,3402.0000
28.7737,3403.0000
13.9533,3404.0000
89.7172,3405.0000
59.4716,3406.0000
26.8243,3407.0000
-28.9325,3408.0000
-28.9395,3409.0000
-44.8241,3410.0000
77.9454,3411.0000
-3.5232,3412.0000
-35.7519,3413.0000
-7.7229,3414.0000
-64.1468,3415.0000
80.2834,3416.0000
-37.5031,3417.0000
7.2649,3418.0000
27.5642,3419.0000
-85.7892,3420.0000
-5.2932,3421.0000
57.4364,3422.0000
-54.4595,3423.0000
54.3433,3424.0000
-47.8984,3425.0000
49.2925,3426.0000
-117.0444,3427.0000
-19.7006,3428.0000
-4.4376,3429.0000
24.3439,3430.0000
-10.0740,3431.0000
-5.7938,3432.0000
-43.8894,3433.0000
-98.2391,3434.0000
1.3657,3435.0000
-26.0794,3436.0000
-9.3961,3437.0000
15.9668,3438.0000
24.2350,3439.0000
55.9552,3440.0000
-39.3554,3441.0000
-50.7952,3442.0000
-50.5014,3443.0000
-2.6682,3444.0000
-12.6060,3445.0000
-2.3182,3446.0000
-25.0118,3447.0000
-51.6882,3448.0000
-21.9235,3449.0000
79.2879,3450.0000
-62.6624,3451.0000
7.8034,3452.0000
40.8896,3453.0000
-27.0753,3454.0000
-31.9668,3455.0000
15.1983,3456.0000
56.1889,3457.0000
11.3049,3458.0000
58.8863,3459.0000
36.5309,3460.0000
-17.2497,3461.0000
22.0858,3462.0000
36.0961,3463.0000
68.3877,3464.0000
43.9733,3465.0000
-0.5490,3466.0000
-7.5550,3467.0000
48.5873,3468.0000
-90.6404,3469.0000
23.0810,3470.0000
89.2621,3471.0000
1.7300,3472.0000
1.4768,3473.0000
-39.5931,3474.0000
-32.1679,3475.0000
15.7456,3476.0000
-33.2478,3477.0000
69.5979,3478.0000
18.2055,3479.0000
-2.4603,3480.0000
-60.6814,3481.0000
43.8557,3482.0000
25.9546,3483.0000
-2.0401,3484.0000
22.0862,3485.0000
16.9649,3486.0000
-65.0488,3487.0000
-6.7891,3488.0000
-53.2766,3489.0000
-73.5527,3490.0000
-0.3140,3491.0000
0.9619,3492.0000
-52.9678,3493.0000
33.1199,3494.0000
-24.2270,3495.0000
23.7947,3496.0000
-13.0252,3497.0000
-44.4646,3498.0000
-33.0351,3499.0000
-64.5714,3500.0000
-22.7084,3501.0000
37.7698,3502.0000
36.7600,3503.0000
-60.2362,3504.0000
-61.1407,3505.0000
6.8010,3506.0000
43.0938,3507.0000
-58.4358,3508.0000
-6.0796,3509.0000
72.2321,3510.0000
-70.8741,3511.0000
-23.6891,3512.0000
64.5766,3513.0000
-35.4984,3514.0000
-32.5914,3516.0000
-1.9950,3517.0000
64.4265,3518.0000
-43.1885,3519.0000
-31.9111,3520.0000
-49.5417,3521.0000
25.1752,3522.0000
2.8701,3523.0000
-1.3391,3524.0000
25.0038,3525.0000
45.9293,3526.0000
51.9725,3527.0000
-30.5627,3528.0000
-18.0478,3529.0000
-12.5737,3530.0000
39.8418,3531.0000
-21.0000,3532.0000
26.3716,3533.0000
-40.1920,3534.0000
-54.4127,3535.0000
-3.5196,3536.0000
17.8079,3537.0000
-14.6332,3538.0000
11.3158,3539.0000
-7.4707,3540.0000
57.6360,3541.0000
3.7520,3542.0000
6.4224,3543.0000
42.1411,3544.0000
-56.8008,3545.0000
84.9728,3546.0000
-43.4103,3547.0000
-26.7171,3548.0000
27.5811,3549.0000
16.3942,3550.0000
50.2758,3551.0000
11.1036,3552.0000
72.3386,3553.0000
-46.8367,3554.0000
32.9260,3555.0000
-12.3412,3556.0000
25.6873,3557.0000
-38.5181,3558.0000
49.4423,3559.0000
-57.6427,3560.0000
20.9996,3561.0000
-6.6208,3562.0000
-17.9743,3563.0000
5.9479,3564.0000
-41.4400,3565.0000
19.4782,3566.0000
37.3796,3567.0000
17.3858,3568.0000
48.8654,3569.0000
34.9062,3570.0000
38.2857,3571.0000
-23.8876,3572.0000
44.9885,3573.0000
6.7880,3574.0000
37.1800,3575.0000
22.2721,3576.0000
-45.2449,3577.0000
-24.3077,3578.0000
38.4150,3579.0000
69.8825,3580.0000
-16.0977,3581.0000
-34.3663,3582.0000
-70.9020,3583.0000
11.4402,3584.0000
-40.0417,3585.0000
17.4767,3586.0000
-77.4745,3587.0000
-71.3595,3588.0000
98.0063,3589.0000
63.0839,3590.0000
-81.5013,3591.0000
44.3086,3592.0000
-52.9935,3593.0000
-3.8276,3594.0000
-26.4192,3595.0000
28.3587,3596.0000
51.6930,3597.0000
-20.7542,3598.0000
35.8008,3599.0000
81.0123,3600.0000
61.1798,3601.0000
-3.7598,3602.0000
-17.6277,3603.0000
47.1118,3604.0000
5.2558,3605.0000
49.2071,3606.0000
12.9331,3607.0000
-17.3339,3608.0000
19.9734,3609.0000
110.3366,3610.0000
41.8499,3611.0000
56.4930,3612.0000
-22.7377,3613.0000
-39.0970,3614.0000
17.3196,3615.0000
42.0259,3616.0000
-38.1300,3617.0000
5.4003,3618.0000
27.5787,3619.0000
-40.9942,3620.0000
122.4629,3621.0000
2.2846,3622.0000
74.2204,3623.0000
-16.6904,3624.0000
-45.3414,3625.0000
-25.0045,3626.0000
2.2288,3627.0000
-28.8647,3628.0000
-14.1088,3629.0000
-10.7889,3630.0000
44.7370,3631.0000
-28.1106,3632.0000
-9.6358,3633.0000
23.9450,3634.0000
37.4501,3635.0000
-84.3863,3636.0000
-49.9305,3637.0000
-10.2423,3638.0000
1.4920,3639.0000
13.7861,3640.0000
-22.6396,3641.0000
49.1169,3642.0000
-53.7843,3643.0000
46.4134,3644.0000
17.4240,3645.0000
-7.1845,3646.0000
34.2355,3647.0000
-67.8834,3648.0000
6.5626,3649.0000
-3.9138,3650.0000
2.8189,3651.0000
46.3703,3652.0000
10.4288,3653.0000
14.7245,3654.0000
36.4308,3655.0000
-8.5483,3656.0000
-58.4934,3657.0000
51.4032,3658.0000
-8.9945,3659.0000
-126.3001,3660.0000
-42.3677,3661.0000
-82.6100,3662.0000
33.3237,3663.0000
-28.4795,3664.0000
14.7998,3665.0000
-31.0745,3666.0000
-68.2041,3667.0000
-42.0057,3668.0000
-77.7502,3669.0000
0.5479,3670.0000
0.2820,3671.0000
-38.2688,3672.0000
-0.9549,3673.0000
3.4305,3674.0000
2.7218,3675.0000
14.2405,3676.0000
-15.8920,3677.0000
21.2795,3678.0000
17.9919,3679.0000
-79.1366,3680.0000
51.2954,3681.0000
-8.5290,3682.0000
10.1964,3683.0000
74.6922,3684.0000
2.8736,3685.0000
49.7914,3686.0000
-30.4323,3687.0000
15.1911,3688.0000
29.0487,3689.0000
-62.7689,3690.0000
-0.5308,3691.0000
36.4101,3692.0000
-48.7491,3693.0000
24.0897,3694.0000
23.3739,3695.0000
34.5030,3696.0000
-16.1564,3697.0000
-35.0035,3698.0000
-23.4070,3699.0000
22.6446,3700.0000
3.8521,3701.0000
2.4728,3702.0000
-34.6256,3703.0000
-106.0424,3704.0000
55.1961,3705.0000
-25.9242,3706.0000
28.4767,3707.0000
82.0029,3708.0000
131.9212,3709.0000
-10.2559,3710.0000
-81.7210,3711.0000
-79.9377,3712.0000
39.8824,3713.0000
-71.3126,3714.0000
-77.4836,3715.0000
37.7709,3716.0000
-27.0437,3717.0000
73.6936,3718.0000
-28.1493,3719.0000
-3.6558,3720.0000
94.9149,3721.0000
14.5653,3722.0000
14.9595,3723.0000
7.2000,3724.0000
48.5296,3725.0000
35.3522,3726.0000
43.6944,3727.0000
9.5904,3728.0000
43.2519,3729.0000
-40.3690,3730.0000
-9.2522,3731.0000
0.5638,3732.0000
18.5880,3733.0000
-48.6024,3734.0000
