# hs_truth_z, event_#
-30.9742,1298.0000
-70.9489,1299.0000
-3.2550,1300.0000
17.4083,1301.0000
17.3827,1302.0000
-14.3113,1303.0000
-28.9331,1304.0000
5.9883,1305.0000
16.7146,1306.0000
61.8660,1307.0000
9.9455,1308.0000
-53.8827,1309.0000
21.6120,1310.0000
36.0699,1311.0000
-90.2854,1312.0000
47.5255,1313.0000
104.9863,1314.0000
-66.5001,1315.0000
-30.8345,1316.0000
-4.6063,1317.0000
56.5966,1318.0000
111.8500,1319.0000
-26.0770,1320.0000
66.4163,1321.0000
0.5803,1322.0000
29.7760,1323.0000
92.0206,1324.0000
56.9180,1325.0000
24.4146,1326.0000
116.2623,1327.0000
48.6990,1328.0000
45.4691,1329.0000
-31.2630,1330.0000
37.6924,1331.0000
50.9262,1332.0000
-3.7651,1333.0000
2.7513,1334.0000
11.9589,1335.0000
35.5945,1336.0000
-6.7999,1337.0000
61.0827,1338.0000
-80.9410,1339.0000
47.6083,1340.0000
27.9666,1341.0000
45.2021,1342.0000
-77.3141,1343.0000
58.9691,1344.0000
-76.4629,1345.0000
3.1330,1346.0000
-23.0219,1347.0000
13.5478,1348.0000
-19.8363,1349.0000
38.3709,1350.0000
0.5921,1351.0000
-24.1878,1352.0000
-43.3914,1353.0000
4.9110,1354.0000
-1.9722,1355.0000
85.9171,1356.0000
2.1368,1357.0000
-6.1773,1358.0000
-38.1075,1359.0000
34.2518,1360.0000
-15.9665,1361.0000
109.3598,1362.0000
50.4148,1363.0000
-50.3073,1364.0000
-48.1100,1365.0000
89.4281,1366.0000
63.5764,1367.0000
33.9672,1368.0000
101.2998,1369.0000
-9.3111,1370.0000
-36.4634,1371.0000
53.3177,1372.0000
-20.8004,1373.0000
-50.5358,1374.0000
19.4109,1375.0000
39.1090,1376.0000
22.0562,1377.0000
-35.6722,1378.0000
10.5445,1379.0000
-44.1583,1380.0000
-17.7096,1381.0000
-26.5625,1382.0000
58.0199,1383.0000
3.8863,1384.0000
50.7620,1385.0000
62.0809,1386.0000
4.4136,1387.0000
-13.2763,1388.0000
80.7465,1389.0000
-17.5876,1390.0000
-14.7347,1391.0000
-7.2035,1392.0000
17.0809,1393.0000
-71.8585,1394.0000
21.8074,1395.0000
-28.9742,1396.0000
27.7354,1397.0000
17.0546,1398.0000
-60.4652,1399.0000
-63.9198,1400.0000
-14.1020,1401.0000
-16.1464,1402.0000
-7.0034,1403.0000
-66.4001,1404.0000
3.3653,1405.0000
0.6330,1406.0000
56.2134,1407.0000
24.5916,1408.0000
49.2546,1409.0000
-40.6178,1410.0000
-6.7597,1411.0000
10.2381,1412.0000
21.4920,1413.0000
43.2371,1414.0000
17.7841,1415.0000
26.1157,1416.0000
-52.2453,1417.0000
29.3958,1418.0000
-33.9978,1419.0000
-30.1342,1420.0000
-52.9324,1421.0000
-32.3235,1422.0000
116.4152,1423.0000
-47.1791,1424.0000
-0.5171,1425.0000
53.4633,1426.0000
-17.2355,1427.0000
-0.2022,1428.0000
-39.6998,1429.0000
76.1599,1430.0000
-8.5192,1431.0000
11.1296,1432.0000
-72.8870,1433.0000
-47.0823,1434.0000
103.2791,1435.0000
-34.1702,1436.0000
-45.7851,1437.0000
26.5664,1438.0000
-10.7499,1439.0000
-25.0477,1440.0000
61.4921,1441.0000
54.8867,1442.0000
-5.5379,1443.0000
-47.7960,1444.0000
2.1979,1445.0000
33.7789,1446.0000
40.3173,1447.0000
-1.1590,1448.0000
-55.3321,1449.0000
20.6362,1450.0000
24.0481,1451.0000
-15.9951,1452.0000
41.9028,1453.0000
-27.4174,1454.0000
-52.6784,1455.0000
21.9859,1456.0000
31.5781,1457.0000
22.6007,1458.0000
-82.6103,1459.0000
10.5669,1460.0000
7.8383,1461.0000
42.4003,1462.0000
-93.1166,1463.0000
-47.5826,1464.0000
71.2131,1465.0000
-47.7839,1466.0000
10.5144,1467.0000
33.7875,1468.0000
42.0559,1469.0000
38.3807,1470.0000
4.4534,1471.0000
7.6695,1472.0000
40.7623,1473.0000
49.3869,1474.0000
28.2012,1475.0000
84.3295,1476.0000
-41.4382,1477.0000
24.0138,1478.0000
33.5216,1479.0000
21.3674,1480.0000
34.7619,1481.0000
5.9097,1482.0000
17.1114,1483.0000
-47.1050,1484.0000
-47.6170,1485.0000
-59.7677,1486.0000
25.1808,1487.0000
-40.4485,1488.0000
10.1077,1489.0000
26.8982,1490.0000
11.9772,1491.0000
26.5677,1492.0000
-59.0509,1493.0000
-27.6171,1494.0000
-10.8948,1495.0000
-2.4051,1496.0000
-38.9481,1497.0000
-52.2777,1498.0000
99.5393,1499.0000
28.8311,1500.0000
-11.5109,1501.0000
9.3736,1502.0000
-67.2890,1503.0000
-71.4792,1504.0000
15.4038,1505.0000
-60.1471,1506.0000
19.3949,1507.0000
37.4310,1508.0000
1.6046,1509.0000
-66.2271,1510.0000
102.9015,1511.0000
94.4501,1512.0000
113.3992,1513.0000
20.3866,1514.0000
-6.7554,1515.0000
69.8908,1516.0000
-38.1960,1517.0000
-13.2473,1518.0000
-39.2560,1519.0000
20.8865,1520.0000
-35.3635,1521.0000
1.4524,1522.0000
20.0055,1523.0000
40.6851,1524.0000
10.2028,1525.0000
-16.5201,1526.0000
-13.4961,1527.0000
79.1385,1528.0000
81.8989,1529.0000
-53.9837,1530.0000
44.3471,1531.0000
-37.5784,1532.0000
-69.3618,1533.0000
115.2555,1534.0000
53.0350,1535.0000
-32.6076,1536.0000
45.6428,1537.0000
2.6402,1538.0000
17.2055,1539.0000
34.1104,1540.0000
17.1130,1541.0000
18.0510,1542.0000
36.6953,1543.0000
78.9011,1544.0000
-11.3858,1545.0000
-65.9567,1546.0000
56.4379,1547.0000
-4.6988,1548.0000
11.0068,1549.0000
12.7507,1550.0000
-17.1429,1551.0000
5.1145,1552.0000
-67.1893,1553.0000
5.4093,1554.0000
-19.1198,1555.0000
-4.1246,1556.0000
19.3364,1557.0000
63.1049,1558.0000
2.3170,1559.0000
-40.7958,1560.0000
6.7775,1561.0000
33.2141,1562.0000
-38.1032,1563.0000
-50.5758,1564.0000
49.5000,1565.0000
29.8269,1566.0000
-52.4853,1567.0000
-24.0093,1568.0000
17.2660,1569.0000
33.9089,1570.0000
2.1322,1571.0000
55.3720,1572.0000
70.9227,1573.0000
-26.5763,1574.0000
-28.5836,1575.0000
13.8790,1576.0000
71.7704,1577.0000
6.6697,1578.0000
-85.7215,1579.0000
-23.6560,1580.0000
-42.7686,1581.0000
14.7402,1582.0000
-11.0313,1583.0000
-56.6061,1584.0000
-23.4700,1585.0000
-13.3482,1586.0000
19.4121,1587.0000
37.2504,1588.0000
-19.5327,1589.0000
39.4506,1590.0000
7.4194,1591.0000
11.4058,1592.0000
-12.3680,1593.0000
16.0934,1594.0000
-25.5791,1595.0000
21.6199,1596.0000
-14.1353,1597.0000
73.9910,1598.0000
13.0311,1599.0000
-37.7007,1600.0000
-64.0813,1601.0000
38.1216,1602.0000
-25.5630,1603.0000
-10.2976,1604.0000
46.6627,1605.0000
-16.2619,1606.0000
-60.0455,1607.0000
17.4625,1608.0000
-68.5528,1609.0000
62.9122,1610.0000
-36.0372,1611.0000
5.7357,1612.0000
-6.7654,1613.0000
-6.3470,1614.0000
10.2467,1615.0000
-58.0498,1616.0000
19.3336,1617.0000
-104.5992,1618.0000
9.1077,1619.0000
19.3057,1620.0000
52.2948,1621.0000
-38.5139,1622.0000
18.4588,1623.0000
8.8010,1624.0000
28.5357,1625.0000
32.5165,1626.0000
31.5255,1627.0000
-51.5451,1628.0000
0.0290,1629.0000
40.6956,1630.0000
-14.4534,1631.0000
-23.4903,1632.0000
36.9834,1633.0000
47.8777,1634.0000
38.8325,1635.0000
3.8746,1636.0000
16.8617,1637.0000
-15.1626,1638.0000
48.3407,1639.0000
28.4314,1640.0000
19.9127,1641.0000
57.3253,1642.0000
-14.2575,1643.0000
28.1924,1644.0000
16.5751,1645.0000
-13.7057,1646.0000
92.3241,1647.0000
39.7859,1648.0000
-20.4535,1649.0000
62.2773,1650.0000
-32.1064,1651.0000
-2.8733,1652.0000
-11.5881,1653.0000
-36.0016,1654.0000
17.9380,1655.0000
-19.8522,1656.0000
-7.3881,1657.0000
-31.1507,1658.0000
60.2371,1659.0000
-32.3612,1660.0000
-17.1597,1661.0000
-9.9711,1662.0000
1.5879,1663.0000
50.2893,1664.0000
35.3007,1665.0000
-47.8194,1666.0000
20.0050,1667.0000
0.7951,1668.0000
20.6712,1669.0000
-14.1020,1670.0000
60.4729,1671.0000
21.7774,1672.0000
-10.9930,1673.0000
-44.8974,1674.0000
-4.6758,1675.0000
-15.5819,1676.0000
-59.1723,1677.0000
-19.6907,1678.0000
15.6932,1679.0000
60.7634,1680.0000
16.4061,1681.0000
22.1143,1682.0000
78.8358,1683.0000
82.0110,1684.0000
-21.2628,1685.0000
-9.4301,1686.0000
77.0296,1687.0000
-5.9241,1688.0000
-39.1146,1689.0000
-2.0518,1690.0000
-29.9147,1691.0000
66.7315,1692.0000
13.5109,1693.0000
77.5623,1694.0000
48.7670,1695.0000
58.1530,1696.0000
5.7806,1697.0000
-72.8518,1698.0000
-19.2748,1699.0000
-9.8609,1700.0000
23.0246,1701.0000
17.7180,1702.0000
-35.0116,1703.0000
14.8009,1704.0000
-72.9075,1705.0000
-80.4927,1706.0000
-10.2485,1707.0000
-9.3279,1708.0000
69.8061,1709.0000
-17.6537,1710.0000
-32.8895,1711.0000
26.5301,1712.0000
-57.7702,1713.0000
61.2718,1714.0000
-38.3590,1715.0000
-58.7115,1716.0000
35.2542,1717.0000
34.0955,1718.0000
28.4403,1719.0000
37.5684,1720.0000
69.0879,1721.0000
-21.0851,1722.0000
-1.1944,1723.0000
-45.7248,1724.0000
-29.2782,1725.0000
-30.4433,1726.0000
-61.4486,1727.0000
-41.8637,1728.0000
-7.9879,1729.0000
-6.6571,1730.0000
32.8884,1731.0000
-40.5116,1732.0000
28.6721,1733.0000
-35.1081,1734.0000
9.7261,1735.0000
58.0045,1736.0000
-32.0441,1737.0000
22.7647,1738.0000
-25.4982,1739.0000
-58.3217,1740.0000
20.0633,1741.0000
50.9649,1742.0000
-34.0294,1743.0000
-8.9627,1744.0000
49.3561,1745.0000
-46.0645,1746.0000
-12.4034,1747.0000
68.8066,1748.0000
-26.3942,1749.0000
14.2703,1750.0000
-27.3810,1751.0000
50.2745,1752.0000
-47.9057,1753.0000
-31.1923,1754.0000
-14.1668,1755.0000
38.8502,1756.0000
-44.1389,1757.0000
53.1447,1758.0000
-0.9369,1759.0000
11.0009,1760.0000
-11.8414,1761.0000
52.6108,1762.0000
22.1301,1763.0000
34.6715,1764.0000
28.1261,1765.0000
37.3143,1766.0000
45.9689,1767.0000
-14.8602,1768.0000
4.0330,1769.0000
-19.4810,1770.0000
-0.8236,1771.0000
49.5865,1772.0000
-20.2667,1773.0000
-32.8761,1774.0000
88.6178,1775.0000
11.1175,1776.0000
-0.9274,1777.0000
21.2374,1778.0000
1.9208,1779.0000
-73.7732,1780.0000
10.5199,1781.0000
41.5112,1782.0000
-61.0181,1783.0000
6.5515,1784.0000
61.5396,1785.0000
-76.8227,1786.0000
-84.9312,1787.0000
-4.6931,1788.0000
-79.8282,1789.0000
21.4649,1790.0000
43.6705,1791.0000
-60.6690,1792.0000
1.6574,1793.0000
-69.6000,1794.0000
-6.9738,1795.0000
13.2579,1796.0000
78.8280,1797.0000
-0.1100,1798.0000
-21.1740,1799.0000
-42.1345,1800.0000
-49.8260,1801.0000
17.6505,1802.0000
2.4680,1803.0000
-45.9432,1804.0000
-20.0453,1805.0000
16.1933,1806.0000
-13.4096,1807.0000
-8.0479,1808.0000
31.8631,1809.0000
46.0798,1810.0000
66.5585,1811.0000
0.1015,1812.0000
29.5333,1813.0000
53.5986,1814.0000
61.1911,1815.0000
3.3367,1816.0000
-52.4244,1817.0000
52.9352,1818.0000
-81.2633,1819.0000
20.5762,1820.0000
37.3224,1821.0000
30.4046,1822.0000
99.4998,1823.0000
-42.2087,1824.0000
2.5675,1825.0000
-28.3908,1826.0000
2.2217,1827.0000
38.3561,1828.0000
39.3152,1829.0000
-17.5398,1830.0000
14.8296,1831.0000
-15.9495,1832.0000
-10.1362,1833.0000
-19.8652,1834.0000
0.0838,1835.0000
27.6396,1836.0000
4.5453,1837.0000
11.1882,1838.0000
-3.7614,1839.0000
41.4464,1840.0000
-64.3919,1841.0000
-14.6830,1842.0000
32.4161,1843.0000
52.5216,1844.0000
-21.2368,1845.0000
48.5042,1846.0000
45.6667,1847.0000
-40.7558,1848.0000
29.0154,1849.0000
35.0076,1850.0000
-19.0943,1851.0000
-71.1884,1852.0000
-73.3362,1853.0000
34.7198,1854.0000
-60.7851,1855.0000
-9.5694,1856.0000
-2.5570,1857.0000
133.4438,1858.0000
-18.3303,1859.0000
-48.6817,1860.0000
-41.1609,1861.0000
-106.3193,1862.0000
-31.8406,1863.0000
18.3445,1864.0000
-37.2929,1865.0000
11.5869,1866.0000
-33.8298,1867.0000
10.2068,1868.0000
-33.0364,1869.0000
-18.9326,1870.0000
-39.3900,1871.0000
32.7395,1872.0000
6.0125,1873.0000
-14.2350,1874.0000
-59.7690,1875.0000
23.8600,1876.0000
-46.6697,1877.0000
-51.1829,1878.0000
49.9736,1879.0000
-14.0829,1880.0000
-2.4531,1881.0000
9.5934,1882.0000
33.1951,1883.0000
24.7956,1884.0000
1.5131,1885.0000
46.9598,1886.0000
-35.2421,1887.0000
56.5737,1888.0000
-31.7149,1889.0000
4.1790,1890.0000
-39.7619,1891.0000
0.1563,1892.0000
-25.1168,1893.0000
-32.6172,1894.0000
-5.8019,1895.0000
-112.1078,1896.0000
91.9933,1897.0000
-28.2825,1898.0000
33.6394,1899.0000
-55.9969,1900.0000
19.0628,1901.0000
-27.9052,1902.0000
-80.0776,1903.0000
45.8054,1904.0000
64.1668,1905.0000
-0.6651,1906.0000
-79.5321,1907.0000
95.8824,1908.0000
-70.2574,1909.0000
-31.5670,1910.0000
-38.0647,1911.0000
-107.1786,1912.0000
56.2464,1913.0000
2.0165,1914.0000
38.0771,1915.0000
28.7381,1916.0000
31.0998,1917.0000
-1.0173,1918.0000
4.8018,1919.0000
48.8545,1920.0000
-63.0336,1921.0000
-23.6123,1922.0000
30.3949,1923.0000
-9.0434,1924.0000
16.0832,1925.0000
-1.0788,1926.0000
12.3237,1927.0000
23.5221,1928.0000
-21.9300,1929.0000
27.2371,1930.0000
8.3360,1931.0000
36.8694,1932.0000
14.2916,1933.0000
3.8597,1934.0000
14.2701,1935.0000
-23.8676,1936.0000
105.4737,1937.0000
71.8968,1938.0000
24.7898,1939.0000
45.1692,1940.0000
18.6236,1941.0000
88.0903,1942.0000
-5.9116,1943.0000
19.1710,1944.0000
47.2265,1945.0000
-26.2461,1946.0000
-27.4334,1947.0000
-4.0771,1948.0000
-49.4822,1949.0000
30.0389,1950.0000
-4.2888,1951.0000
100.4153,1952.0000
37.1919,1953.0000
54.1126,1954.0000
1.8002,1955.0000
-22.9243,1956.0000
35.8566,1957.0000
2.7088,1958.0000
-76.6370,1959.0000
-3.3084,1960.0000
53.3103,1961.0000
75.9489,1962.0000
50.1074,1963.0000
-58.9355,1964.0000
13.9909,1965.0000
-24.4636,1966.0000
29.4645,1967.0000
-28.4430,1968.0000
-22.7507,1969.0000
-9.8051,1970.0000
33.9108,1971.0000
52.1923,1972.0000
0.6872,1973.0000
-102.8663,1974.0000
21.7796,1975.0000
-4.9912,1976.0000
-48.5544,1977.0000
81.5709,1978.0000
72.0266,1979.0000
126.5963,1980.0000
3.0184,1981.0000
-4.8014,1982.0000
12.2094,1983.0000
-11.1280,1984.0000
-57.7100,1985.0000
80.0703,1986.0000
0.4280,1987.0000
-7.0781,1988.0000
-82.1440,1989.0000
-4.6778,1990.0000
-57.6809,1991.0000
-0.8519,1992.0000
101.2511,1993.0000
114.5309,1994.0000
7.9772,1995.0000
-25.9368,1996.0000
-47.5067,1997.0000
39.5304,1998.0000
-67.0316,1999.0000
-4.5972,2000.0000
-119.5296,2001.0000
-16.8128,2002.0000
74.5612,2003.0000
-3.2381,2004.0000
-43.8987,2005.0000
25.4900,2006.0000
35.0240,2007.0000
26.8239,2008.0000
-5.9063,2009.0000
28.2470,2010.0000
26.0948,2011.0000
13.9979,2012.0000
-62.6250,2013.0000
19.9554,2014.0000
-16.8097,2015.0000
79.9428,2016.0000
101.4466,2017.0000
19.8674,2018.0000
34.0755,2019.0000
39.3945,2020.0000
38.7866,2021.0000
-29.2092,2022.0000
2.5155,2023.0000
20.3916,2024.0000
101.6101,2025.0000
-29.6796,2026.0000
-12.7156,2027.0000
-34.0020,2028.0000
2.3476,2029.0000
-39.6819,2030.0000
-44.0591,2031.0000
47.8540,2032.0000
-2.1750,2033.0000
63.1822,2034.0000
-46.7571,2035.0000
14.1135,2036.0000
-16.6371,2037.0000
-46.4526,2038.0000
5.8085,2039.0000
6.7533,2040.0000
-10.3754,2041.0000
-62.6654,2042.0000
21.5656,2043.0000
19.1754,2044.0000
37.6913,2045.0000
-1.2244,2046.0000
69.0946,2047.0000
23.1454,2048.0000
-54.0993,2049.0000
21.7672,2050.0000
1.9202,2051.0000
17.8110,2052.0000
-23.9701,2053.0000
-48.3296,2055.0000
-36.6556,2056.0000
9.3999,2057.0000
-6.4947,2058.0000
11.4052,2059.0000
-22.6171,2060.0000
-47.0338,2061.0000
1.8812,2062.0000
-54.4602,2063.0000
35.5646,2064.0000
-59.8552,2065.0000
-46.2738,2066.0000
16.9933,2067.0000
-13.3843,2068.0000
-51.0735,2069.0000
-83.8865,2070.0000
56.8214,2071.0000
-8.8747,2072.0000
-54.6080,2073.0000
12.9683,2074.0000
39.4200,2075.0000
31.1822,2076.0000
-18.0829,2077.0000
61.8040,2078.0000
54.8512,2079.0000
22.2429,2080.0000
-7.1579,2081.0000
20.2570,2082.0000
-17.0639,2083.0000
65.9836,2084.0000
5.6186,2085.0000
7.9430,2086.0000
-87.8304,2087.0000
59.6235,2088.0000
-17.6149,2089.0000
20.9731,2090.0000
5.4402,2091.0000
46.2637,2092.0000
17.0062,2093.0000
43.0079,2094.0000
-110.7411,2095.0000
68.5378,2096.0000
49.5399,2097.0000
53.3555,2098.0000
19.1293,2099.0000
8.8721,2100.0000
-37.1628,2101.0000
-55.8139,2102.0000
-12.1576,2103.0000
-115.3483,2104.0000
-32.0223,2105.0000
33.2639,2106.0000
-60.3765,2107.0000
73.4189,2108.0000
11.2177,2109.0000
-61.2708,2110.0000
-14.8860,2111.0000
26.6187,2112.0000
-9.0433,2113.0000
0.4852,2114.0000
52.4068,2115.0000
21.2146,2116.0000
-46.1496,2117.0000
-52.2270,2118.0000
-64.2262,2119.0000
-8.4092,2120.0000
33.0838,2121.0000
-0.9043,2122.0000
-52.7375,2123.0000
-9.8583,2124.0000
36.4664,2125.0000
-15.8687,2126.0000
-11.3185,2127.0000
142.5647,2128.0000
-101.4822,2129.0000
30.4739,2130.0000
4.7522,2131.0000
-10.8654,2132.0000
-14.6571,2133.0000
10.2927,2134.0000
-66.2059,2135.0000
-45.5465,2136.0000
69.8609,2137.0000
-23.4360,2138.0000
-125.1050,2139.0000
71.3568,2140.0000
48.5956,2141.0000
-46.3235,2142.0000
22.5994,2143.0000
-12.1878,2144.0000
42.7585,2145.0000
-13.1177,2146.0000
84.9300,2147.0000
-10.1701,2148.0000
67.8952,2149.0000
-42.5322,2150.0000
72.6784,2151.0000
44.9157,2152.0000
-2.1117,2153.0000
-57.7857,2154.0000
39.3765,2155.0000
41.5933,2156.0000
76.0405,2157.0000
-21.0452,2158.0000
22.1634,2159.0000
5.9389,2160.0000
-12.1769,2161.0000
-17.2747,2162.0000
-11.5509,2163.0000
46.7594,2164.0000
68.9808,2165.0000
7.9492,2166.0000
19.3679,2167.0000
-13.6304,2168.0000
-33.3071,2169.0000
82.8861,2170.0000
-60.3616,2171.0000
0.7860,2172.0000
-14.8636,2173.0000
-112.4859,2174.0000
29.9343,2175.0000
-53.5683,2176.0000
-23.3299,2177.0000
30.5602,2178.0000
23.0686,2179.0000
-15.5342,2180.0000
13.2442,2181.0000
10.0918,2182.0000
10.7506,2183.0000
36.3674,2184.0000
-56.9611,2185.0000
86.9598,2186.0000
42.7484,2187.0000
-9.9590,2188.0000
2.2776,2189.0000
70.9220,2190.0000
59.2154,2191.0000
-6.0690,2192.0000
-42.7171,2193.0000
12.0455,2194.0000
-35.2121,2195.0000
73.9032,2196.0000
-5.3449,2197.0000
45.2233,2198.0000
90.3260,2199.0000
23.4504,2200.0000
-38.7937,2201.0000
3.9091,2202.0000
75.1569,2203.0000
21.1936,2204.0000
-36.0338,2205.0000
-32.0404,2206.0000
-58.0994,2207.0000
-18.6197,2208.0000
-54.0528,2209.0000
-12.3767,2210.0000
-7.8303,2211.0000
73.5879,2212.0000
-40.8278,2213.0000
16.1982,2214.0000
33.1419,2215.0000
-90.6912,2216.0000
42.8539,2217.0000
-56.1209,2218.0000
-7.3049,2219.0000
-19.3097,2220.0000
-58.3430,2221.0000
-34.1422,2222.0000
27.7310,2223.0000
22.8946,2224.0000
116.6494,2225.0000
23.4581,2226.0000
29.1516,2227.0000
29.1683,2228.0000
-85.9191,2229.0000
-69.3090,2230.0000
-25.6096,2231.0000
52.2233,2232.0000
-41.8114,2233.0000
-8.5769,2234.0000
-62.5901,2235.0000
29.4855,2236.0000
24.5174,2237.0000
-28.8827,2238.0000
-89.9788,2239.0000
-43.2787,2240.0000
-8.2428,2241.0000
-29.4753,2242.0000
-50.7463,2243.0000
-20.6901,2244.0000
-3.8691,2245.0000
-45.0698,2246.0000
11.3310,2247.0000
59.8585,2248.0000
-24.1323,2249.0000
6.6655,2250.0000
-71.5380,2251.0000
-38.7249,2252.0000
-16.6817,2253.0000
-21.3389,2254.0000
-12.9097,2255.0000
15.0508,2256.0000
-27.6218,2257.0000
-19.8280,2258.0000
-55.4939,2259.0000
1.6178,2260.0000
64.6224,2261.0000
48.8804,2262.0000
-39.5257,2263.0000
61.3803,2264.0000
-2.8086,2265.0000
1.4768,2266.0000
59.1789,2267.0000
-3.7061,2268.0000
-110.5476,2269.0000
-24.5221,2270.0000
27.6759,2272.0000
-13.7992,2273.0000
12.8148,2274.0000
12.9380,2275.0000
47.9939,2276.0000
41.6553,2277.0000
53.7412,2278.0000
19.2043,2279.0000
15.3943,2280.0000
-12.0726,2281.0000
9.4250,2282.0000
63.2033,2283.0000
33.5411,2284.0000
43.6388,2285.0000
-23.1933,2286.0000
-103.7277,2287.0000
-7.8904,2288.0000
51.2897,2289.0000
84.1556,2290.0000
5.9395,2291.0000
28.9576,2292.0000
0.4142,2293.0000
5.3754,2294.0000
4.8237,2295.0000
82.2673,2296.0000
71.9228,2297.0000
-4.8461,2298.0000
-32.2692,2299.0000
-16.5412,2300.0000
-110.9674,2301.0000
53.7813,2302.0000
33.4192,2303.0000
-2.8579,2304.0000
33.7340,2305.0000
-21.6663,2306.0000
9.4596,2307.0000
-56.0957,2308.0000
-93.2230,2309.0000
-25.6242,2310.0000
6.6093,2311.0000
-52.7906,2312.0000
-32.2438,2313.0000
58.6993,2314.0000
50.8375,2315.0000
4.9809,2316.0000
98.9740,2317.0000
-21.2963,2318.0000
-1.8758,2319.0000
-78.5472,2320.0000
19.7997,2321.0000
84.3454,2322.0000
-39.7245,2323.0000
50.4454,2324.0000
90.8391,2325.0000
-22.3945,2326.0000
-23.0684,2327.0000
50.3290,2328.0000
-33.0830,2329.0000
6.2628,2330.0000
15.2999,2331.0000
-42.4263,2332.0000
43.8108,2333.0000
58.1682,2334.0000
131.4473,2335.0000
-54.3760,2336.0000
-10.5959,2337.0000
-10.6902,2338.0000
-54.7956,2339.0000
79.7957,2340.0000
-13.8468,2341.0000
3.7031,2342.0000
-63.1785,2343.0000
61.2642,2344.0000
-56.8531,2345.0000
65.3674,2346.0000
-79.0602,2347.0000
16.2138,2348.0000
-41.3359,2349.0000
-20.7350,2350.0000
-12.5693,2351.0000
28.4735,2352.0000
-87.6900,2353.0000
-68.3941,2354.0000
-1.6291,2355.0000
-19.3530,2356.0000
-56.4021,2357.0000
-62.9775,2358.0000
-19.6950,2359.0000
-36.7123,2360.0000
-63.5564,2361.0000
47.7152,2362.0000
-90.3717,2363.0000
-31.8427,2364.0000
-25.4121,2365.0000
31.1244,2366.0000
-74.5530,2367.0000
2.7022,2368.0000
-15.2332,2369.0000
-17.6368,2370.0000
-29.9776,2371.0000
-47.2900,2372.0000
-16.5103,2373.0000
-34.6437,2374.0000
42.3301,2375.0000
-42.7154,2376.0000
7.5659,2377.0000
12.8899,2378.0000
-6.2583,2379.0000
13.4208,2380.0000
7.6828,2381.0000
-45.9570,2382.0000
-70.4542,2383.0000
-49.0117,2384.0000
73.7345,2385.0000
61.7301,2386.0000
-36.7820,2387.0000
-107.9379,2388.0000
-71.6288,2389.0000
44.2158,2390.0000
-22.5781,2391.0000
41.6671,2392.0000
-33.0266,2393.0000
-40.1483,2394.0000
61.2399,2395.0000
8.3397,2396.0000
31.4334,2397.0000
7.7349,2398.0000
-48.0147,2399.0000
11.9491,2400.0000
6.4091,2401.0000
-19.9682,2402.0000
-20.8420,2403.0000
-19.6917,2404.0000
-35.1038,2405.0000
-40.6158,2406.0000
-16.8974,2407.0000
-22.2012,2408.0000
-91.5197,2409.0000
-21.3290,2410.0000
-41.1045,2411.0000
15.3511,2412.0000
37.5157,2413.0000
-27.2770,2414.0000
37.3891,2415.0000
51.8855,2416.0000
-10.3231,2417.0000
8.8607,2418.0000
-19.8050,2419.0000
81.3263,2420.0000
52.8028,2421.0000
-2.0882,2422.0000
-59.1163,2423.0000
-3.2341,2424.0000
45.9428,2425.0000
-61.5405,2426.0000
-10.9094,2427.0000
-50.3710,2428.0000
42.9444,2429.0000
57.8489,2430.0000
34.8371,2431.0000
-0.8404,2432.0000
27.8816,2433.0000
-1.7552,2434.0000
-43.9324,2435.0000
28.5970,2436.0000
51.0346,2437.0000
-47.7787,2438.0000
18.9572,2439.0000
-4.1718,2440.0000
-7.2348,2441.0000
-46.1424,2442.0000
-38.6021,2443.0000
-3.1164,2444.0000
-52.1851,2445.0000
-32.8091,2446.0000
12.9839,2447.0000
-59.7197,2448.0000
62.3270,2449.0000
10.2776,2450.0000
18.5663,2451.0000
50.9534,2452.0000
-2.4893,2453.0000
-55.1255,2454.0000
-32.9301,2455.0000
85.9089,2456.0000
-54.1035,2457.0000
51.3599,2458.0000
31.0355,2459.0000
40.1927,2460.0000
86.2767,2461.0000
-21.6811,2462.0000
33.8729,2463.0000
-46.7622,2464.0000
-64.6224,2465.0000
29.8168,2466.0000
42.3401,2467.0000
-38.8916,2468.0000
-71.3319,2469.0000
-13.9949,2470.0000
-2.3636,2471.0000
33.9310,2472.0000
-115.0033,2473.0000
-34.3726,2474.0000
-4.8914,2475.0000
35.1023,2476.0000
41.2236,2477.0000
-23.8725,2478.0000
-39.9417,2479.0000
0.5877,2480.0000
-43.5243,2481.0000
25.3919,2482.0000
11.9633,2483.0000
-25.3221,2484.0000
45.0433,2485.0000
-31.7129,2486.0000
4.5911,2487.0000
19.2272,2488.0000
64.3553,2489.0000
-10.1491,2490.0000
-33.4255,2491.0000
78.4263,2492.0000
-73.1224,2493.0000
-10.9528,2494.0000
-58.4705,2495.0000
-58.5018,2496.0000
-12.0370,2497.0000
130.4349,2498.0000
-16.5603,2499.0000
66.4573,2500.0000
-33.2302,2501.0000
52.3798,2502.0000
-54.4956,2503.0000
-29.3656,2504.0000
-62.2914,2505.0000
11.6316,2506.0000
19.9806,2507.0000
-49.9163,2508.0000
41.6324,2509.0000
-16.9000,2510.0000
84.3747,2511.0000
-22.2554,2512.0000
21.1791,2513.0000
-75.2328,2514.0000
8.8944,2515.0000
61.0578,2516.0000
